Year,Month,Day,Temp Max,Temp Avg,Temp Min,Dew Point Max,Dew Point Avg,Dew Point Min,Humidity Max,Humidity Avg,Humidity Min,Wind Speed Max,Wind Speed Avg,Wind Speed Min,Pressure Max,Pressure Avg,Pressure Min,Precipitation Total
2015,3,3,64,50.4,39,46,39.3,32,81,66.8,45,10,2.6,0,29.7,29.7,29.6,0.03
2015,3,4,66,53.1,41,46,40.2,34,76,63.1,43,8,3.3,0,29.9,29.8,29.7,0.00
2015,3,5,72,54.9,39,46,40.6,32,76,60.5,38,8,2.6,0,30.0,30.0,29.9,0.00
2015,3,6,72,55.1,39,46,40.0,32,87,59.2,33,7,1.7,0,30.0,29.9,29.8,0.00
2015,3,7,73,57.4,43,48,42.3,36,76,59.4,33,8,3.4,0,29.8,29.8,29.7,0.00
2015,3,8,79,60.1,43,50,43.4,36,76,56.9,31,8,2.9,0,29.8,29.7,29.6,0.00
2015,3,9,79,60.5,45,50,43.2,36,76,55.5,24,7,3.0,0,29.7,29.7,29.6,0.00
2015,3,10,82,63.8,46,52,45.2,36,71,53.2,26,6,2.6,0,29.7,29.6,29.6,0.00
2015,3,11,72,62.6,0,54,48.3,0,72,58.9,0,23,5.9,0,29.9,29.8,29.6,0.00
2015,3,12,72,58.3,46,54,48.1,41,82,69.8,50,8,3.1,0,29.9,29.9,29.8,0.00
2015,3,13,81,62.9,46,54,49.0,39,82,62.2,36,7,2.3,0,29.9,29.8,29.7,0.00
2015,3,14,88,68.4,54,55,49.5,45,77,53.5,25,7,2.8,0,29.8,29.8,29.7,0.00
2015,3,15,90,71.7,57,52,47.9,43,67,45.7,20,12,4.4,0,29.8,29.7,29.6,0.00
2015,3,16,77,63.3,50,52,46.1,39,72,54.3,36,12,5.7,0,29.7,29.7,29.6,0.00
2015,3,17,72,62.1,52,52,48.3,45,77,61.9,46,10,4.2,0,29.8,29.7,29.7,0.00
2015,3,18,75,62.8,50,54,46.9,43,76,56.9,43,9,4.9,0,29.7,29.7,29.6,0.00
2015,3,19,79,63.6,48,52,46.0,39,76,54.4,34,8,2.1,0,29.8,29.7,29.6,0.00
2015,3,20,81,65.3,52,52,47.1,41,72,54.3,32,10,4.6,0,29.8,29.7,29.7,0.00
2015,3,21,79,61.6,46,54,43.9,37,71,53.6,33,7,2.2,0,29.8,29.8,29.7,0.00
2015,3,22,77,62.6,48,50,45.4,41,82,55.1,34,14,3.3,0,29.9,29.8,29.7,0.00
2015,3,23,73,61.3,50,48,44.6,39,72,55.4,40,17,9.0,3,29.9,29.5,0.0,0.00
2015,3,24,72,57.9,43,48,43.0,36,76,59.2,40,15,5.8,0,30.0,29.9,29.8,0.00
2015,3,25,75,60.3,46,52,46.5,39,82,62.2,38,8,3.3,0,29.9,29.9,29.8,0.00
2015,3,26,84,66.6,48,55,47.3,41,76,53.2,25,8,3.0,0,29.9,29.8,29.7,0.00
2015,3,27,90,70.0,52,55,48.6,43,72,49.6,22,12,5.0,0,29.8,29.8,29.7,0.00
2015,3,28,82,66.7,52,55,49.5,43,77,55.4,35,9,5.1,0,29.8,29.8,29.7,0.00
2015,3,29,84,66.6,48,48,44.8,39,76,49.1,21,8,3.2,0,29.8,29.7,29.6,0.00
2015,3,30,88,68.4,52,54,46.2,39,71,47.6,23,12,4.7,0,29.7,29.7,29.6,0.00
2015,3,31,79,65.0,54,46,41.6,37,59,44.0,25,22,11.0,3,29.8,29.7,29.7,0.00
2015,4,1,72,58.6,46,45,34.8,27,62,42.4,24,14,6.5,0,29.8,29.8,29.7,0.00
2015,4,2,72,57.3,43,43,34.4,28,66,44.7,23,15,5.2,0,29.8,29.8,29.7,0.00
2015,4,3,79,59.7,43,43,35.4,28,70,43.3,19,12,4.7,0,29.9,29.8,29.7,0.00
2015,4,4,79,59.9,41,45,35.4,28,71,43.3,19,10,5.1,0,29.7,29.6,29.5,0.00
2015,4,5,72,57.9,43,43,36.6,28,67,46.6,28,21,7.2,0,29.6,29.6,29.5,0.00
2015,4,6,64,55.6,45,43,36.5,32,71,50.0,32,13,5.6,0,29.7,29.6,29.6,0.00
2015,4,7,59,50.5,45,50,39.4,34,82,66.3,48,31,7.9,0,29.8,29.7,29.6,0.00
2015,4,8,64,52.8,41,45,39.0,34,81,61.6,39,8,3.5,0,29.9,29.8,29.7,0.72
2015,4,9,66,53.9,41,46,41.6,34,81,64.5,46,10,3.2,0,29.8,29.7,29.6,0.00
2015,4,10,75,59.8,45,48,42.8,37,82,56.3,31,10,4.3,0,29.7,29.7,29.6,0.00
2015,4,11,79,62.2,46,46,41.9,37,76,50.6,24,16,6.5,0,29.7,29.7,29.6,0.00
2015,4,12,79,62.6,46,54,46.9,37,82,58.1,34,9,3.1,0,29.7,29.7,29.6,0.00
2015,4,13,88,68.6,52,52,45.3,34,77,48.3,15,15,5.0,0,29.7,29.7,29.6,0.00
2015,4,14,72,62.3,50,45,31.4,19,72,32.9,19,17,10.4,0,29.9,29.2,0.0,0.00
2015,4,15,72,56.3,39,43,33.6,27,65,44.7,23,8,3.1,0,29.9,29.8,29.7,0.00
2015,4,16,79,62.8,45,39,34.4,30,66,39.3,17,13,4.8,0,29.8,29.7,29.6,0.00
2015,4,17,84,66.0,48,43,36.7,32,62,37.6,16,9,4.4,0,29.8,29.7,29.6,0.00
2015,4,18,86,68.0,46,46,40.3,34,71,40.5,16,9,4.0,0,29.7,29.6,29.6,0.00
2015,4,19,90,70.1,52,48,44.4,39,67,43.2,18,13,5.5,0,29.6,29.6,29.4,0.00
2015,4,20,88,69.5,54,57,48.9,43,72,50.5,27,13,5.3,0,29.5,29.5,29.4,0.00
2015,4,21,79,64.8,52,52,47.4,45,77,55.0,36,8,4.4,0,29.6,29.5,29.5,0.00
2015,4,22,75,63.9,55,54,48.5,45,72,57.9,44,10,4.2,0,29.6,29.5,29.5,0.00
2015,4,23,79,65.0,52,54,49.5,43,77,58.7,38,9,4.6,0,29.6,29.5,29.4,0.00
2015,4,24,75,63.3,54,50,43.9,34,72,52.4,23,14,7.5,0,29.7,29.6,29.5,0.07
2015,4,25,66,57.3,52,52,45.0,36,82,64.5,44,14,7.2,0,29.7,29.6,29.6,0.00
2015,4,26,73,61.0,48,48,44.6,37,72,56.5,41,13,6.7,0,29.8,29.7,29.7,0.23
2015,4,27,84,68.0,54,52,47.3,43,72,50.7,27,8,3.9,0,29.7,29.7,29.6,0.00
2015,4,28,91,73.5,55,54,48.3,32,72,45.9,13,10,5.0,0,29.7,29.6,29.6,0.00
2015,4,29,90,73.3,55,55,51.7,45,72,48.9,25,10,4.9,0,29.7,29.6,29.5,0.00
2015,4,30,91,73.0,55,57,51.0,46,77,48.8,21,9,3.4,0,29.6,29.5,29.4,0.00
2015,5,1,93,70.4,0,54,42.6,0,72,39.0,0,16,4.5,0,29.6,29.5,29.4,0.00
2015,5,2,90,71.0,0,45,35.1,0,59,28.8,0,13,4.5,0,29.6,29.5,29.4,0.00
2015,5,3,88,47.7,0,48,27.4,0,51,24.1,0,15,5.9,0,29.6,29.5,29.4,0.00
2015,5,4,82,66.6,0,52,45.6,0,72,47.9,0,13,6.0,0,29.6,29.6,29.5,0.00
2015,5,5,82,56.9,0,48,38.4,0,72,40.4,0,17,5.5,0,29.6,29.6,29.5,0.00
2015,5,6,77,52.4,0,45,33.2,0,71,35.2,0,13,6.0,0,29.6,29.5,29.4,0.00
2015,5,7,68,45.0,0,46,32.9,0,71,45.4,0,21,8.8,0,29.5,29.4,29.4,0.00
2015,5,8,68,51.9,0,46,39.0,0,82,55.2,0,10,4.5,0,29.7,29.6,29.5,0.00
2015,5,9,77,49.6,0,48,35.4,0,67,41.0,0,9,3.8,0,29.8,29.7,29.6,0.00
2015,5,10,86,30.5,0,54,20.0,0,59,15.4,0,10,4.7,0,29.7,29.6,29.6,0.00
2015,5,11,84,68.7,0,48,42.9,0,63,39.6,0,18,6.5,0,29.6,29.5,29.4,0.00
2015,5,12,75,63.4,48,43,37.1,28,67,40.6,19,13,7.8,0,29.6,29.6,29.5,0.00
2015,5,13,73,62.4,46,43,37.9,34,66,42.0,27,12,5.9,0,29.7,29.6,29.5,0.00
2015,5,14,72,59.0,54,48,43.3,39,77,57.0,33,16,6.9,0,29.6,29.5,29.4,0.00
2015,5,15,72,59.9,52,50,46.5,45,77,63.4,43,12,4.9,0,29.6,29.6,29.5,0.11
2015,5,16,77,63.8,50,48,44.9,39,72,52.4,31,10,4.4,0,29.7,29.6,29.6,0.00
2015,5,17,77,64.0,52,54,47.0,39,77,55.6,31,17,5.2,0,29.7,29.6,29.6,0.00
2015,5,18,79,66.2,55,50,45.8,41,67,49.3,29,16,8.5,3,29.7,29.7,29.6,0.00
2015,5,19,79,64.7,0,54,45.0,0,72,49.6,0,14,7.3,0,29.8,29.3,0.0,0.00
2015,5,20,81,67.9,55,52,46.5,43,67,48.4,26,13,6.4,0,29.6,29.6,29.5,0.00
2015,5,21,70,63.3,55,48,46.6,45,67,55.1,46,12,5.9,0,29.6,29.6,29.6,0.00
2015,5,22,72,61.9,0,52,46.4,0,72,55.3,0,12,4.8,0,29.7,29.3,0.0,0.00
2015,5,23,81,69.3,59,54,50.3,46,67,51.9,32,15,5.6,0,29.7,29.7,29.6,0.00
2015,5,24,82,68.9,54,55,50.9,45,77,53.8,37,14,4.9,0,29.7,29.6,29.6,0.00
2015,5,25,88,73.3,57,55,51.8,48,72,48.9,31,12,5.7,0,29.6,29.6,29.5,0.00
2015,5,26,86,72.4,57,55,51.5,48,72,49.2,31,13,6.6,0,29.6,29.6,29.5,0.00
2015,5,27,90,72.5,55,55,48.5,43,72,45.9,22,15,6.9,0,29.6,29.6,29.6,0.00
2015,5,28,91,74.1,55,55,49.7,46,72,45.6,22,13,5.7,0,29.7,29.6,29.5,0.00
2015,5,29,95,76.8,57,57,49.7,46,72,42.6,19,10,5.3,0,29.6,29.6,29.5,0.00
2015,5,30,99,79.5,59,57,51.2,46,68,41.1,17,9,4.1,0,29.6,29.5,29.4,0.00
2015,5,31,97,78.3,63,55,49.7,34,68,41.1,13,17,5.7,0,29.6,29.5,29.4,0.00
2015,6,1,88,51.8,0,54,35.2,0,67,36.0,0,14,5.5,0,29.7,22.2,0.0,0.00
2015,6,2,86,72.4,57,57,52.8,46,82,52.4,28,15,8.2,0,29.7,29.6,29.5,0.00
2015,6,3,88,73.6,61,52,45.1,36,63,39.3,17,16,8.6,0,29.6,29.5,29.5,0.00
2015,6,4,82,69.8,54,48,45.5,43,72,43.9,26,13,4.9,0,29.5,29.5,29.4,0.00
2015,6,5,88,71.8,55,54,49.4,45,72,47.3,27,12,5.7,0,29.5,29.4,29.4,0.00
2015,6,6,91,76.0,59,55,51.5,48,67,44.7,24,12,6.3,0,29.5,29.5,29.4,0.00
2015,6,7,97,80.4,63,61,53.2,46,73,42.3,19,12,5.1,0,29.6,29.5,29.4,0.00
2015,6,8,104,85.0,64,61,53.8,43,68,38.4,12,10,4.2,0,29.6,29.5,29.4,0.00
2015,6,9,84,76.8,66,59,52.6,45,64,44.4,26,17,6.5,0,29.6,29.5,29.4,0.00
2015,6,10,90,79.3,68,63,59.4,57,73,52.1,38,18,7.6,0,29.6,29.5,29.5,0.00
2015,6,11,91,78.5,63,63,59.6,55,77,54.2,33,9,4.1,0,29.6,29.5,29.4,0.00
2015,6,12,99,85.8,72,66,62.8,59,69,47.6,29,9,3.3,0,29.5,29.4,29.4,0.00
2015,6,13,100,87.9,73,66,59.2,41,65,40.4,21,16,6.1,0,29.4,29.4,29.3,0.00
2015,6,14,100,82.5,64,59,51.6,45,68,37.8,16,13,5.9,0,29.4,29.4,29.3,0.00
2015,6,15,99,80.0,59,57,49.8,37,72,39.7,13,13,6.6,0,29.5,29.5,29.4,0.00
2015,6,16,97,78.6,59,55,49.0,43,63,38.8,16,13,5.7,0,29.6,29.5,29.5,0.00
2015,6,17,100,83.7,61,55,49.7,39,72,35.5,12,10,5.1,0,29.6,29.5,29.5,0.00
2015,6,18,102,82.6,61,54,47.2,39,68,33.7,11,15,7.1,0,29.6,29.6,29.5,0.00
2015,6,19,97,79.3,57,48,41.9,36,59,29.1,12,13,6.8,0,29.6,29.6,29.5,0.00
2015,6,20,100,80.5,59,54,48.0,36,67,36.8,11,10,4.8,0,29.6,29.5,29.4,0.00
2015,6,21,97,80.7,63,55,46.6,36,68,35.1,12,15,6.5,0,29.6,29.1,0.0,0.00
2015,6,22,93,76.8,55,46,41.9,37,63,31.5,15,12,6.9,0,29.7,29.6,29.6,0.00
2015,6,23,97,79.0,57,52,46.5,41,67,34.8,15,12,6.6,0,29.6,29.6,29.5,0.00
2015,6,24,99,81.4,63,57,51.8,46,68,38.7,17,12,5.8,0,29.6,29.5,29.5,0.00
2015,6,25,102,84.6,64,61,54.6,45,73,40.3,15,9,3.1,0,29.6,29.5,29.5,0.00
2015,6,26,106,84.6,66,64,54.6,39,68,39.1,13,13,4.7,0,29.6,29.5,29.4,0.00
2015,6,27,99,83.6,68,63,53.8,43,60,38.1,19,9,3.1,0,29.6,29.6,29.5,0.00
2015,6,28,97,83.0,72,64,60.4,55,64,47.7,27,13,6.3,0,29.6,29.6,29.5,0.00
2015,6,29,97,81.9,70,68,61.1,55,65,50.1,34,10,5.0,0,29.6,29.6,29.5,0.00
2015,6,30,104,87.0,72,68,62.5,57,73,46.6,24,10,4.2,0,29.6,29.5,29.4,0.00
2015,7,1,99,85.4,73,70,63.4,54,69,48.9,30,15,6.4,0,29.6,29.5,29.4,0.00
2015,7,2,97,83.5,73,70,63.1,57,78,52.4,30,13,4.8,0,29.6,29.5,29.5,0.02
2015,7,3,99,85.6,72,64,62.0,59,73,46.9,27,12,5.7,0,29.6,29.5,29.4,0.00
2015,7,4,100,85.6,70,66,62.3,57,73,47.3,29,12,6.1,0,29.5,29.4,29.4,0.00
2015,7,5,97,83.0,70,64,61.2,57,69,49.0,30,13,6.0,0,29.6,29.5,29.4,0.00
2015,7,6,93,80.5,66,63,59.1,55,68,49.1,36,17,9.3,3,29.7,29.6,29.6,0.00
2015,7,7,93,79.4,66,61,56.4,54,64,46.5,28,12,7.7,0,29.7,29.6,29.5,0.00
2015,7,8,90,77.2,63,59,56.0,52,73,49.7,33,14,6.8,0,29.5,29.5,29.4,0.00
2015,7,9,82,72.3,63,59,54.6,52,73,54.9,37,15,6.4,0,29.6,29.5,29.4,0.00
2015,7,10,84,73.5,63,61,56.6,54,77,56.9,40,13,7.5,0,29.6,29.6,29.5,0.05
2015,7,11,90,75.9,61,63,57.6,54,77,54.8,35,10,5.9,0,29.6,29.6,29.5,0.00
2015,7,12,91,76.9,63,63,58.2,54,73,53.8,33,12,6.4,0,29.7,29.6,29.6,0.00
2015,7,13,91,78.3,64,64,58.9,54,73,52.4,36,14,7.2,0,29.7,29.6,29.5,0.00
2015,7,14,93,79.5,63,61,55.3,50,72,45.0,26,13,7.4,0,29.6,29.5,29.4,0.00
2015,7,15,95,78.4,61,57,53.4,50,72,44.7,23,10,4.9,0,29.6,29.5,29.5,0.00
2015,7,16,99,80.4,61,61,54.3,48,68,44.3,20,12,5.7,0,29.6,29.5,29.4,0.00
2015,7,17,99,77.2,0,63,53.7,0,73,44.1,0,9,4.1,0,29.5,29.4,29.4,0.00
2015,7,18,99,72.7,0,66,51.1,0,73,43.3,0,22,4.5,0,29.6,29.5,29.4,0.00
2015,7,19,90,69.0,0,66,54.5,0,73,49.1,0,14,6.6,0,29.7,29.7,29.6,0.00
2015,7,20,95,82.1,73,66,63.6,57,78,55.5,30,10,5.4,0,29.7,29.6,29.6,0.00
2015,7,21,100,73.8,0,66,54.4,0,69,41.9,0,14,7.2,0,29.6,29.5,29.4,0.00
2015,7,22,97,69.8,0,57,46.5,0,60,34.4,0,15,7.2,0,29.5,27.8,0.0,0.00
2015,7,23,91,53.7,0,54,34.1,0,64,27.3,0,10,5.2,0,29.6,16.4,0.0,0.00
2015,7,24,93,67.3,0,57,44.4,0,68,35.1,0,13,6.1,0,29.7,18.5,0.0,0.00
2015,7,25,97,79.6,63,55,51.5,46,64,40.1,18,13,6.4,0,29.7,29.6,29.5,0.00
2015,7,26,93,79.3,63,55,52.4,46,68,41.6,24,14,7.1,0,29.6,29.5,29.5,0.00
2015,7,27,93,79.1,61,55,49.8,43,68,38.6,17,14,5.6,0,29.6,29.5,29.5,0.00
2015,7,28,99,81.0,63,57,54.0,52,68,42.1,21,10,4.6,0,29.6,29.5,29.4,0.00
2015,7,29,108,85.9,66,63,54.4,41,68,40.0,11,10,4.4,0,29.6,29.5,29.4,0.00
2015,7,30,99,84.7,70,66,58.3,54,65,43.4,24,9,3.3,0,29.6,29.6,29.5,0.00
2015,7,31,102,86.7,73,66,62.3,59,65,45.8,25,12,5.3,0,29.6,29.6,29.5,0.00
2015,8,1,99,84.3,70,63,57.9,54,69,43.2,24,13,5.2,0,29.6,29.6,29.5,0.00
2015,8,2,97,83.2,64,63,57.7,54,73,43.7,27,12,6.2,0,29.6,29.5,29.4,0.00
2015,8,3,93,78.9,63,61,56.5,52,68,47.5,31,13,6.8,0,29.6,29.5,29.4,0.00
2015,8,4,86,73.9,61,61,55.3,52,72,53.1,37,14,7.6,0,29.6,29.6,29.5,0.00
2015,8,5,84,72.6,63,61,57.1,52,72,58.5,45,9,4.5,0,29.7,29.6,29.6,0.00
2015,8,6,90,79.7,68,63,60.4,57,78,53.3,33,9,3.6,0,29.6,29.5,29.4,0.00
2015,8,7,93,79.6,64,61,56.4,52,73,47.9,24,13,5.2,0,29.5,29.5,29.4,0.00
2015,8,8,93,77.3,63,63,56.1,54,77,50.6,28,10,6.1,0,29.6,29.5,29.5,0.00
2015,8,9,95,78.2,61,63,56.9,52,77,50.4,26,12,5.0,0,29.6,29.5,29.4,0.00
2015,8,10,93,78.2,63,57,54.5,52,73,46.9,26,13,7.4,0,29.6,29.5,29.4,0.00
2015,8,11,93,76.4,61,57,54.2,52,72,48.5,24,12,5.5,0,29.6,29.5,29.5,0.00
2015,8,12,93,76.8,61,59,54.6,52,72,48.6,24,13,5.3,0,29.7,29.6,29.6,0.00
2015,8,13,95,77.9,61,61,56.1,52,72,49.4,28,10,5.2,0,29.7,29.6,29.5,0.00
2015,8,14,91,76.9,63,63,57.6,52,72,52.1,38,10,5.5,0,29.7,29.6,29.6,0.00
2015,8,15,97,78.5,0,64,56.6,0,100,46.5,0,9,4.0,0,29.6,28.8,0.0,0.00
2015,8,16,102,83.6,64,61,57.0,50,78,45.4,18,9,3.6,0,29.6,29.5,29.4,0.00
2015,8,17,106,85.3,66,63,57.4,46,73,43.6,14,8,3.9,0,29.5,29.4,29.4,0.00
2015,8,18,82,31.9,0,61,24.9,0,68,25.9,0,7,1.5,0,29.6,13.1,0.0,0.00
2015,8,19,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00
2015,9,3,87,73.6,60,56,53.9,49,83,53.1,27,12,6.6,0,29.6,29.5,29.4,0.00
2015,9,4,86,72.2,57,53,48.9,36,81,47.4,22,16,6.8,0,29.6,29.5,29.4,0.00
2015,9,5,85,69.3,53,49,46.4,41,77,46.8,21,12,6.6,0,29.6,29.6,29.6,0.00
2015,9,6,89,73.0,53,49,46.1,40,77,42.1,18,9,4.1,0,29.7,29.6,29.6,0.00
2015,9,7,94,73.4,55,53,46.1,38,80,44.6,15,10,3.1,0,29.6,29.6,29.5,0.00
2015,9,8,97,77.8,58,57,50.0,41,78,43.2,14,10,3.6,0,29.6,29.5,29.4,0.00
2015,9,9,98,79.2,63,59,54.4,48,75,46.5,21,9,3.1,0,29.6,29.5,29.4,0.00
2015,9,10,100,85.0,66,64,55.4,49,68,40.2,18,8,4.3,0,29.6,29.5,29.5,0.00
2015,9,11,99,82.2,68,65,57.9,52,76,46.4,24,13,4.9,0,29.6,29.5,29.5,0.00
2015,9,12,94,81.2,69,60,54.2,38,73,42.9,16,17,5.5,0,29.6,29.6,29.5,0.00
2015,9,13,95,81.2,70,57,51.5,45,63,38.0,18,8,3.8,0,29.6,29.5,29.4,0.00
2015,9,14,79,73.8,69,61,55.6,49,75,53.9,36,12,6.5,0,29.5,29.4,29.4,0.00
2015,9,15,84,74.9,68,65,59.4,42,87,61.0,38,24,7.7,0,29.6,29.5,29.4,0.00
2015,9,16,78,67.5,57,47,43.5,38,62,43.5,24,10,6.3,0,29.7,29.7,29.6,0.00
2015,9,17,81,67.7,54,53,50.6,47,83,56.8,34,13,6.0,0,29.7,29.7,29.6,0.00
2015,9,18,86,71.7,58,55,52.6,50,75,53.4,32,7,3.3,0,29.7,29.6,29.5,0.00
2015,9,19,92,73.4,57,55,52.0,48,81,52.3,23,8,3.2,0,29.6,29.5,29.4,0.00
2015,9,20,97,77.4,58,56,53.0,50,81,47.4,21,9,3.0,0,29.6,29.5,29.4,0.00
